dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,abc_blif_correct,time_s,abc_time_s,mockturtle_time_s,klut_gates,klut_depth,xag_gates,xag_and,xag_xor,xag_depth,xag_other,mockturtle_commit,abc_script,source_manifest,skipped,error,abc_binary,klut_pis,klut_pos,mockturtle_tool,xag_pis,xag_pos
traditional,1,majority_n3,majority_n3,3,3,external_mockturtle_xag_k4,4,12,21,19,9,4,4,8,21.215,True,True,0.08375430107116699,0.035140275955200195,0.04767203330993652,1,1,4,3,1,3,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,3,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,3,1
traditional,165,truth_n6_20,truth_n6_20,6,30,external_mockturtle_xag_k4,4,112,201,73,89,44,44,51,210.025,True,True,0.07923364639282227,0.03201007843017578,0.04639601707458496,16,4,44,28,16,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,166,truth_n6_21,truth_n6_21,6,35,external_mockturtle_xag_k4,4,88,159,73,71,35,35,42,166.165,True,True,0.07839202880859375,0.03181910514831543,0.04596114158630371,11,4,35,22,13,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,167,truth_n6_22,truth_n6_22,6,34,external_mockturtle_xag_k4,4,84,157,67,73,36,36,43,164.015,True,True,0.07898688316345215,0.03266406059265137,0.04574012756347656,10,4,36,21,15,11,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,168,truth_n6_23,truth_n6_23,6,24,external_mockturtle_xag_k4,4,104,177,61,73,36,36,43,184.72500000000002,True,True,0.07998085021972656,0.03231000900268555,0.04694795608520508,12,4,36,26,10,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,169,truth_n6_24,truth_n6_24,6,37,external_mockturtle_xag_k4,4,80,145,55,65,32,32,39,151.275,True,True,0.08126211166381836,0.034085750579833984,0.04653811454772949,10,3,32,20,12,9,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,170,truth_n6_25,truth_n6_25,6,31,external_mockturtle_xag_k4,4,92,171,67,79,39,39,46,178.635,True,True,0.08013510704040527,0.03286910057067871,0.04664301872253418,11,4,39,23,16,11,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,171,truth_n6_26,truth_n6_26,6,32,external_mockturtle_xag_k4,4,116,191,61,75,37,37,44,199.305,True,True,0.07989382743835449,0.03277921676635742,0.04648995399475098,11,3,37,29,8,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,172,truth_n6_27,truth_n6_27,6,36,external_mockturtle_xag_k4,4,72,137,73,65,32,32,39,143.22500000000002,True,True,0.08092594146728516,0.03445601463317871,0.045831918716430664,10,4,32,18,14,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,173,truth_n6_28,truth_n6_28,6,29,external_mockturtle_xag_k4,4,72,139,67,67,33,33,40,145.235,True,True,0.08014273643493652,0.031796932220458984,0.047734975814819336,9,3,33,18,15,11,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,174,truth_n6_29,truth_n6_29,6,25,external_mockturtle_xag_k4,4,84,155,73,71,35,35,42,162.005,True,True,0.0796360969543457,0.032756805419921875,0.04620218276977539,9,3,35,21,14,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,148,truth_n6_3,truth_n6_3,6,37,external_mockturtle_xag_k4,4,88,159,79,71,35,35,42,166.255,True,True,0.08101296424865723,0.03334212303161621,0.0468442440032959,10,4,35,22,13,13,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,175,truth_n6_30,truth_n6_30,6,28,external_mockturtle_xag_k4,4,52,105,61,53,26,26,33,109.64500000000001,True,True,0.07899212837219238,0.032273054122924805,0.04604983329772949,8,3,26,13,13,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,176,truth_n6_31,truth_n6_31,6,29,external_mockturtle_xag_k4,4,116,211,73,95,47,47,54,220.485,True,True,0.07538890838623047,0.03033900260925293,0.044351816177368164,14,4,47,29,18,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,149,truth_n6_4,truth_n6_4,6,34,external_mockturtle_xag_k4,4,96,187,73,91,45,45,52,195.485,True,True,0.08016490936279297,0.03232908248901367,0.04683995246887207,10,3,45,24,21,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,150,truth_n6_5,truth_n6_5,6,34,external_mockturtle_xag_k4,4,88,165,67,77,38,38,45,172.375,True,True,0.08085203170776367,0.03233814239501953,0.04758596420288086,9,3,38,22,16,11,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,151,truth_n6_6,truth_n6_6,6,33,external_mockturtle_xag_k4,4,96,173,61,77,38,38,45,180.60500000000002,True,True,0.08017611503601074,0.03242182731628418,0.04697608947753906,11,4,38,24,14,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,152,truth_n6_7,truth_n6_7,6,29,external_mockturtle_xag_k4,4,84,157,61,73,36,36,43,163.925,True,True,0.08053708076477051,0.03384995460510254,0.0457758903503418,9,3,36,21,15,10,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,153,truth_n6_8,truth_n6_8,6,31,external_mockturtle_xag_k4,4,84,151,73,67,33,33,40,157.805,True,True,0.08053326606750488,0.03344893455505371,0.04636096954345703,10,3,33,21,12,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
traditional,154,truth_n6_9,truth_n6_9,6,30,external_mockturtle_xag_k4,4,100,187,73,87,43,43,50,195.445,True,True,0.08034205436706543,0.032343149185180664,0.04716086387634277,12,4,43,25,18,12,0,25beb0e294e4613bb9fe62319b91d9f2ab764e88,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,6,1,/Users/zhouzixiang/Desktop/tzb/src/tmp/bin/mockturtle_blif_xag_stats,6,1
