dataset,name,n,budget,cap_fraction,peak_cap,method,selected_policy,solver_mode,checkpoint_candidates,selected_checkpoint_nodes,evaluated_subsets,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,lut_nodes,lut_edges,selected_k,exact_over_checkpoint_candidates,official_ros_fully_reproduced,error
traditional,truth_n6_7,6,keep100,1.0,11,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,9,0,504,859,869,365,9,11,16,577.045,9.0,8.0,4,True,False,
traditional,truth_n6_7,6,line75,0.75,8,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,1592,2721,2755,1163,1,8,8,1769.795,9.0,8.0,4,True,False,
traditional,truth_n6_7,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1592,2721,2755,1163,1,8,8,1769.795,9.0,8.0,4,True,False,
traditional,truth_n6_8,6,keep100,1.0,12,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,10,0,432,771,779,347,10,12,17,501.995,10.0,9.0,4,True,False,
traditional,truth_n6_8,6,line75,0.75,9,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,1240,2233,2259,1019,1,7,8,1387.395,10.0,9.0,4,True,False,
traditional,truth_n6_8,6,minline,0.0,7.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1240,2233,2259,1019,1,7,8,1387.395,10.0,9.0,4,True,False,
traditional,truth_n6_9,6,keep100,1.0,14,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,12,0,472,841,851,379,12,14,19,550.1949999999999,12.0,11.0,4,True,False,
traditional,truth_n6_9,6,line75,0.75,10,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,2672,4787,4837,2165,1,9,8,2975.685,12.0,11.0,4,True,False,
traditional,truth_n6_9,6,minline,0.0,9.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,2672,4787,4837,2165,1,9,8,2975.685,12.0,11.0,4,True,False,
traditional,truth_n6_10,6,keep100,1.0,20,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,19,0,496,885,901,405,19,20,26,588.9649999999999,19.0,18.0,3,True,False,
traditional,truth_n6_10,6,line75,0.75,15,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,4256,7543,7681,3425,1,12,8,4731.185,19.0,18.0,3,True,False,
traditional,truth_n6_10,6,minline,0.0,12.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,4256,7543,7681,3425,1,12,8,4731.185,19.0,18.0,3,True,False,
traditional,truth_n6_11,6,keep100,1.0,10,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,8,0,400,695,705,305,8,10,15,461.425,8.0,7.0,4,True,False,
traditional,truth_n6_11,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1256,2183,2209,953,1,8,8,1401.985,8.0,7.0,4,True,False,
traditional,truth_n6_12,6,keep100,1.0,9,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,7,0,560,953,961,401,7,9,14,634.545,7.0,6.0,5,True,False,
traditional,truth_n6_12,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1512,2585,2603,1091,1,8,8,1681.3550000000002,7.0,6.0,5,True,False,
traditional,truth_n6_13,6,keep100,1.0,13,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,11,0,472,815,829,357,11,13,18,546.605,11.0,10.0,4,True,False,
traditional,truth_n6_13,6,line75,0.75,9,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,1544,2663,2705,1161,1,8,8,1718.705,11.0,10.0,4,True,False,
traditional,truth_n6_13,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1544,2663,2705,1161,1,8,8,1718.705,11.0,10.0,4,True,False,
traditional,truth_n6_14,6,keep100,1.0,13,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,11,0,456,797,809,353,11,13,18,529.545,11.0,10.0,4,True,False,
traditional,truth_n6_14,6,line75,0.75,9,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,2056,3659,3721,1665,1,9,8,2292.8250000000003,11.0,10.0,4,True,False,
traditional,truth_n6_14,6,minline,0.0,9.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,2056,3659,3721,1665,1,9,8,2292.8250000000003,11.0,10.0,4,True,False,
traditional,truth_n6_15,6,keep100,1.0,8,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,5,0,536,893,901,365,5,8,12,604.885,5.0,4.0,5,True,False,
traditional,truth_n6_15,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,5,0,536,893,901,365,5,8,12,604.885,5.0,4.0,5,True,False,
traditional,truth_n6_16,6,keep100,1.0,24,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,23,0,504,927,941,437,23,24,30,607.565,23.0,22.0,3,True,False,
traditional,truth_n6_16,6,line75,0.75,18,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,4560,8381,8475,3915,1,11,8,5083.514999999999,23.0,22.0,3,True,False,
traditional,truth_n6_16,6,line50,0.5,12,external_ros_lut_checkpoint_opt_line50,zero_checkpoint,trivial_no_fanout,0,0,0,4560,8381,8475,3915,1,11,8,5083.514999999999,23.0,22.0,3,True,False,
traditional,truth_n6_16,6,minline,0.0,11.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,4560,8381,8475,3915,1,11,8,5083.514999999999,23.0,22.0,3,True,False,
traditional,truth_n6_17,6,keep100,1.0,6,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,4,0,536,885,893,357,4,6,11,600.365,4.0,3.0,5,True,False,
traditional,truth_n6_17,6,minline,0.0,6.0,external_ros_lut_checkpoint_opt_minline,keep_all_bennett,trivial_no_fanout,0,4,0,536,885,893,357,4,6,11,600.365,4.0,3.0,5,True,False,
traditional,truth_n6_18,6,keep100,1.0,25,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,2,24,4,448,829,845,397,24,25,31,547.8050000000001,24.0,25.0,3,True,False,
traditional,truth_n6_18,6,line75,0.75,18,external_ros_lut_checkpoint_opt_line75,fanout_checkpoint,exact_exhaustive,2,2,4,3920,7121,7247,3327,3,14,10,4374.8150000000005,24.0,25.0,3,True,False,
traditional,truth_n6_18,6,line50,0.5,12,external_ros_lut_checkpoint_opt_line50,zero_checkpoint,exact_exhaustive,2,0,4,4672,8625,8751,4079,1,12,8,5213.055,24.0,25.0,3,True,False,
traditional,truth_n6_18,6,minline,0.0,12.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,exact_exhaustive,2,0,4,4672,8625,8751,4079,1,12,8,5213.055,24.0,25.0,3,True,False,
traditional,truth_n6_19,6,keep100,1.0,26,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,1,25,2,560,1011,1029,469,25,26,32,672.565,25.0,25.0,3,True,False,
traditional,truth_n6_19,6,line75,0.75,19,external_ros_lut_checkpoint_opt_line75,fanout_checkpoint,exact_exhaustive,1,1,2,3984,7329,7463,3479,2,13,9,4449.8949999999995,25.0,25.0,3,True,False,
traditional,truth_n6_19,6,line50,0.5,13,external_ros_lut_checkpoint_opt_line50,fanout_checkpoint,exact_exhaustive,1,1,2,3984,7329,7463,3479,2,13,9,4449.8949999999995,25.0,25.0,3,True,False,
traditional,truth_n6_19,6,minline,0.0,12.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,exact_exhaustive,1,0,2,4360,8081,8215,3855,1,12,8,4869.015,25.0,25.0,3,True,False,
traditional,truth_n6_20,6,keep100,1.0,28,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,27,0,592,1083,1103,511,27,28,34,712.975,27.0,26.0,3,True,False,
traditional,truth_n6_20,6,line75,0.75,21,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,5392,9865,10051,4659,1,11,8,6005.955000000001,27.0,26.0,3,True,False,
traditional,truth_n6_20,6,line50,0.5,14,external_ros_lut_checkpoint_opt_line50,zero_checkpoint,trivial_no_fanout,0,0,0,5392,9865,10051,4659,1,11,8,6005.955000000001,27.0,26.0,3,True,False,
traditional,truth_n6_20,6,minline,0.0,11.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,5392,9865,10051,4659,1,11,8,6005.955000000001,27.0,26.0,3,True,False,
traditional,truth_n6_21,6,keep100,1.0,13,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,11,0,480,831,847,367,11,13,18,555.615,11.0,10.0,4,True,False,
traditional,truth_n6_21,6,line75,0.75,9,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,1848,3227,3301,1453,1,9,8,2059.125,11.0,10.0,4,True,False,
traditional,truth_n6_21,6,minline,0.0,9.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1848,3227,3301,1453,1,9,8,2059.125,11.0,10.0,4,True,False,
traditional,truth_n6_22,6,keep100,1.0,11,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,10,0,352,631,643,291,10,11,17,411.795,10.0,9.0,4,True,False,
traditional,truth_n6_22,6,minline,0.0,9.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1360,2433,2479,1119,1,9,8,1523.695,10.0,9.0,4,True,False,
traditional,truth_n6_23,6,keep100,1.0,22,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,21,0,472,853,871,399,21,22,28,567.1750000000001,21.0,20.0,3,True,False,
traditional,truth_n6_23,6,line75,0.75,16,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,3000,5473,5571,2571,1,9,8,3346.195,21.0,20.0,3,True,False,
traditional,truth_n6_23,6,line50,0.5,11,external_ros_lut_checkpoint_opt_line50,zero_checkpoint,trivial_no_fanout,0,0,0,3000,5473,5571,2571,1,9,8,3346.195,21.0,20.0,3,True,False,
traditional,truth_n6_23,6,minline,0.0,9.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,3000,5473,5571,2571,1,9,8,3346.195,21.0,20.0,3,True,False,
traditional,truth_n6_24,6,keep100,1.0,23,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,22,0,504,921,937,433,22,23,29,605.225,22.0,21.0,3,True,False,
traditional,truth_n6_24,6,line75,0.75,17,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,3872,7109,7211,3339,1,11,8,4319.915,22.0,21.0,3,True,False,
traditional,truth_n6_24,6,line50,0.5,11,external_ros_lut_checkpoint_opt_line50,zero_checkpoint,trivial_no_fanout,0,0,0,3872,7109,7211,3339,1,11,8,4319.915,22.0,21.0,3,True,False,
traditional,truth_n6_24,6,minline,0.0,11.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,3872,7109,7211,3339,1,11,8,4319.915,22.0,21.0,3,True,False,
traditional,truth_n6_25,6,keep100,1.0,19,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,18,0,384,711,725,341,18,19,25,464.725,18.0,17.0,3,True,False,
traditional,truth_n6_25,6,line75,0.75,14,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,3264,6095,6237,2973,1,11,8,3653.085,18.0,17.0,3,True,False,
traditional,truth_n6_25,6,minline,0.0,11.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,3264,6095,6237,2973,1,11,8,3653.085,18.0,17.0,3,True,False,
traditional,truth_n6_26,6,keep100,1.0,25,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,2,24,4,504,903,917,413,24,25,31,608.005,24.0,25.0,3,True,False,
traditional,truth_n6_26,6,line75,0.75,18,external_ros_lut_checkpoint_opt_line75,fanout_checkpoint,exact_exhaustive,2,2,4,2720,4841,4911,2191,3,11,10,3031.2149999999997,24.0,25.0,3,True,False,
traditional,truth_n6_26,6,line50,0.5,12,external_ros_lut_checkpoint_opt_line50,fanout_checkpoint,exact_exhaustive,2,2,4,2720,4841,4911,2191,3,11,10,3031.2149999999997,24.0,25.0,3,True,False,
traditional,truth_n6_26,6,minline,0.0,9.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,exact_exhaustive,2,0,4,3216,5957,6151,2935,1,9,8,3593.895,24.0,25.0,3,True,False,
traditional,truth_n6_27,6,keep100,1.0,22,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,1,21,2,440,807,827,387,21,22,28,532.555,21.0,21.0,3,True,False,
traditional,truth_n6_27,6,line75,0.75,16,external_ros_lut_checkpoint_opt_line75,fanout_checkpoint,exact_exhaustive,1,1,2,3560,6455,6583,3023,2,11,9,3969.1749999999997,21.0,21.0,3,True,False,
traditional,truth_n6_27,6,line50,0.5,11,external_ros_lut_checkpoint_opt_line50,fanout_checkpoint,exact_exhaustive,1,1,2,3560,6455,6583,3023,2,11,9,3969.1749999999997,21.0,21.0,3,True,False,
traditional,truth_n6_27,6,minline,0.0,10.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,exact_exhaustive,1,0,2,3808,7013,7203,3395,1,10,8,4250.514999999999,21.0,21.0,3,True,False,
traditional,truth_n6_28,6,keep100,1.0,11,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,9,0,384,673,685,301,9,11,16,446.205,9.0,8.0,4,True,False,
traditional,truth_n6_28,6,line75,0.75,8,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,1240,2153,2187,947,1,7,8,1382.395,9.0,8.0,4,True,False,
traditional,truth_n6_28,6,minline,0.0,7.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1240,2153,2187,947,1,7,8,1382.395,9.0,8.0,4,True,False,
traditional,truth_n6_29,6,keep100,1.0,11,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,trivial_no_fanout,0,9,0,512,883,893,381,9,11,16,586.525,9.0,8.0,4,True,False,
traditional,truth_n6_29,6,line75,0.75,8,external_ros_lut_checkpoint_opt_line75,zero_checkpoint,trivial_no_fanout,0,0,0,1704,2929,2959,1255,1,7,8,1892.095,9.0,8.0,4,True,False,
traditional,truth_n6_29,6,minline,0.0,7.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,trivial_no_fanout,0,0,0,1704,2929,2959,1255,1,7,8,1892.095,9.0,8.0,4,True,False,
traditional,truth_n6_30,6,keep100,1.0,15,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,2,14,4,336,615,627,291,14,15,21,402.915,14.0,15.0,3,True,False,
traditional,truth_n6_30,6,line75,0.75,11,external_ros_lut_checkpoint_opt_line75,fanout_checkpoint,exact_exhaustive,2,2,4,1568,2861,2905,1337,3,9,10,1757.385,14.0,15.0,3,True,False,
traditional,truth_n6_30,6,minline,0.0,8.0,external_ros_lut_checkpoint_opt_minline,checkpoint_subset,exact_exhaustive,2,1,4,1928,3461,3505,1577,2,8,9,2150.785,14.0,15.0,3,True,False,
traditional,truth_n6_31,6,keep100,1.0,28,external_ros_lut_checkpoint_opt_keep100,keep_all_bennett,exact_exhaustive,3,27,8,600,1075,1091,491,27,28,34,720.275,27.0,29.0,3,True,False,
traditional,truth_n6_31,6,line75,0.75,21,external_ros_lut_checkpoint_opt_line75,fanout_checkpoint,exact_exhaustive,3,3,8,4448,7813,7879,3431,4,13,11,4939.015000000001,27.0,29.0,3,True,False,
traditional,truth_n6_31,6,line50,0.5,14,external_ros_lut_checkpoint_opt_line50,fanout_checkpoint,exact_exhaustive,3,3,8,4448,7813,7879,3431,4,13,11,4939.015000000001,27.0,29.0,3,True,False,
traditional,truth_n6_31,6,minline,0.0,11.0,external_ros_lut_checkpoint_opt_minline,zero_checkpoint,exact_exhaustive,3,0,8,5448,9813,9879,4431,1,11,8,6055.015000000001,27.0,29.0,3,True,False,
