dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary
n14,0,anf_n14_0,anf_n14_0,14,11,external_ros_lut_k3,3,928,1739,1787,859,47,48,62,1128.955,True,0.8120911121368408,47,3,strash; if -K 3,benchmark_exports/highdim_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,121,truth_n5_40,truth_n5_40,5,18,external_ros_lut_k5,5,200,335,337,137,1,4,7,227.82500000000002,True,0.4327719211578369,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,122,truth_n5_41,truth_n5_41,5,17,external_ros_lut_k3,3,256,449,455,199,12,13,18,308.775,True,0.33989405632019043,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,122,truth_n5_41,truth_n5_41,5,17,external_ros_lut_k4,4,352,595,601,249,5,7,11,401.305,True,0.2534351348876953,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,122,truth_n5_41,truth_n5_41,5,17,external_ros_lut_k5,5,192,323,323,131,1,3,7,217.075,True,0.23137998580932617,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,123,truth_n5_42,truth_n5_42,5,23,external_ros_lut_k3,3,272,493,505,233,12,13,18,327.625,True,0.3463881015777588,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,123,truth_n5_42,truth_n5_42,5,23,external_ros_lut_k4,4,328,553,559,231,5,7,11,374.815,True,0.38532090187072754,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,123,truth_n5_42,truth_n5_42,5,23,external_ros_lut_k5,5,240,405,407,167,1,3,7,269.975,True,0.5066840648651123,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,124,truth_n5_43,truth_n5_43,5,11,external_ros_lut_k3,3,272,481,485,213,11,12,17,324.645,True,0.4830658435821533,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,124,truth_n5_43,truth_n5_43,5,11,external_ros_lut_k4,4,264,443,449,185,4,6,10,302.30500000000006,True,0.4617931842803955,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,124,truth_n5_43,truth_n5_43,5,11,external_ros_lut_k5,5,144,239,239,95,1,4,7,166.095,True,0.4211139678955078,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,125,truth_n5_44,truth_n5_44,5,21,external_ros_lut_k3,3,200,361,367,167,9,10,15,241.61499999999998,True,0.44501781463623047,9,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,125,truth_n5_44,truth_n5_44,5,21,external_ros_lut_k4,4,312,525,527,215,5,7,11,357.05499999999995,True,0.42169618606567383,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,125,truth_n5_44,truth_n5_44,5,21,external_ros_lut_k5,5,256,425,427,171,1,3,7,287.11499999999995,True,0.2609226703643799,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,126,truth_n5_45,truth_n5_45,5,18,external_ros_lut_k3,3,256,459,465,209,12,13,18,309.425,True,0.19799399375915527,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,126,truth_n5_45,truth_n5_45,5,18,external_ros_lut_k4,4,296,509,511,215,5,7,11,340.175,True,0.2532520294189453,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,126,truth_n5_45,truth_n5_45,5,18,external_ros_lut_k5,5,280,455,457,177,1,4,7,314.825,True,0.23066329956054688,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,127,truth_n5_46,truth_n5_46,5,19,external_ros_lut_k3,3,296,529,537,241,12,13,18,353.62500000000006,True,0.21869301795959473,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,127,truth_n5_46,truth_n5_46,5,19,external_ros_lut_k4,4,176,307,311,135,5,6,11,206.295,True,0.2177119255065918,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,127,truth_n5_46,truth_n5_46,5,19,external_ros_lut_k5,5,232,385,387,155,1,4,7,262.755,True,0.22119402885437012,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,128,truth_n5_47,truth_n5_47,5,17,external_ros_lut_k3,3,240,425,429,189,11,12,17,289.325,True,0.2442629337310791,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,128,truth_n5_47,truth_n5_47,5,17,external_ros_lut_k4,4,240,407,411,171,5,7,11,278.155,True,0.258558988571167,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,128,truth_n5_47,truth_n5_47,5,17,external_ros_lut_k5,5,224,369,371,147,1,4,7,253.795,True,0.22028613090515137,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,129,truth_n5_48,truth_n5_48,5,22,external_ros_lut_k3,3,248,455,459,211,10,11,16,297.195,True,0.31716203689575195,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,129,truth_n5_48,truth_n5_48,5,22,external_ros_lut_k4,4,272,471,477,205,5,7,11,314.04499999999996,True,0.29790782928466797,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,129,truth_n5_48,truth_n5_48,5,22,external_ros_lut_k5,5,280,463,465,185,1,4,7,315.345,True,0.3021047115325928,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,130,truth_n5_49,truth_n5_49,5,17,external_ros_lut_k3,3,304,539,545,241,11,12,17,360.14500000000004,True,0.3022451400756836,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,130,truth_n5_49,truth_n5_49,5,17,external_ros_lut_k4,4,296,497,501,205,5,7,11,339.445,True,0.30849266052246094,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,130,truth_n5_49,truth_n5_49,5,17,external_ros_lut_k5,5,200,333,335,135,1,3,7,225.695,True,0.3042919635772705,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,86,truth_n5_5,truth_n5_5,5,14,external_ros_lut_k3,3,168,309,315,147,7,8,13,202.555,True,0.21013903617858887,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,86,truth_n5_5,truth_n5_5,5,14,external_ros_lut_k4,4,248,425,431,183,5,7,11,287.29499999999996,True,0.22242474555969238,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,86,truth_n5_5,truth_n5_5,5,14,external_ros_lut_k5,5,208,341,341,133,1,4,7,236.085,True,0.21355009078979492,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,131,truth_n5_50,truth_n5_50,5,19,external_ros_lut_k3,3,296,525,537,241,12,13,18,353.46500000000003,True,0.28526902198791504,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,131,truth_n5_50,truth_n5_50,5,19,external_ros_lut_k4,4,280,475,481,201,4,6,10,320.22499999999997,True,0.2966010570526123,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,131,truth_n5_50,truth_n5_50,5,19,external_ros_lut_k5,5,232,387,387,155,1,4,7,262.83500000000004,True,0.4358479976654053,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,132,truth_n5_51,truth_n5_51,5,14,external_ros_lut_k3,3,184,347,357,173,12,13,18,230.96499999999997,True,0.3128499984741211,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,132,truth_n5_51,truth_n5_51,5,14,external_ros_lut_k4,4,216,377,381,165,4,6,10,250.44500000000002,True,0.441464900970459,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,132,truth_n5_51,truth_n5_51,5,14,external_ros_lut_k5,5,168,279,281,113,1,4,7,192.505,True,0.47335314750671387,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,133,truth_n5_52,truth_n5_52,5,18,external_ros_lut_k3,3,232,425,429,197,10,11,16,279.40500000000003,True,0.5017337799072266,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,133,truth_n5_52,truth_n5_52,5,18,external_ros_lut_k4,4,160,291,295,135,5,6,11,189.415,True,0.5364968776702881,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,133,truth_n5_52,truth_n5_52,5,18,external_ros_lut_k5,5,216,359,361,145,1,3,7,243.225,True,0.2576770782470703,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,134,truth_n5_53,truth_n5_53,5,16,external_ros_lut_k3,3,224,397,401,177,9,10,15,267.66499999999996,True,0.2746741771697998,9,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,134,truth_n5_53,truth_n5_53,5,16,external_ros_lut_k4,4,152,269,275,123,5,6,11,180.11499999999998,True,0.26900196075439453,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,134,truth_n5_53,truth_n5_53,5,16,external_ros_lut_k5,5,200,333,333,133,1,4,7,227.645,True,0.2478618621826172,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,135,truth_n5_54,truth_n5_54,5,12,external_ros_lut_k3,3,208,375,381,173,9,10,15,250.445,True,0.261059045791626,9,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,135,truth_n5_54,truth_n5_54,5,12,external_ros_lut_k4,4,272,455,457,185,4,6,10,310.90500000000003,True,0.20302319526672363,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,135,truth_n5_54,truth_n5_54,5,12,external_ros_lut_k5,5,160,263,265,105,1,3,7,181.54500000000002,True,0.1474602222442627,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,136,truth_n5_55,truth_n5_55,5,14,external_ros_lut_k3,3,280,505,511,231,12,13,18,336.175,True,0.22702693939208984,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,136,truth_n5_55,truth_n5_55,5,14,external_ros_lut_k4,4,256,441,449,193,5,7,11,296.305,True,0.2692830562591553,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,136,truth_n5_55,truth_n5_55,5,14,external_ros_lut_k5,5,176,291,293,117,1,3,7,199.20499999999998,True,0.2341139316558838,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,137,truth_n5_56,truth_n5_56,5,11,external_ros_lut_k3,3,256,465,477,221,12,13,18,309.965,True,0.2334599494934082,12,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,137,truth_n5_56,truth_n5_56,5,11,external_ros_lut_k4,4,208,359,367,159,5,7,11,243.455,True,0.22757887840270996,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,137,truth_n5_56,truth_n5_56,5,11,external_ros_lut_k5,5,168,275,275,107,1,4,7,192.195,True,0.22766518592834473,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,138,truth_n5_57,truth_n5_57,5,17,external_ros_lut_k3,3,280,499,507,227,14,15,20,339.835,True,0.20389509201049805,14,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,138,truth_n5_57,truth_n5_57,5,17,external_ros_lut_k4,4,304,513,517,213,4,6,10,346.405,True,0.164870023727417,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,138,truth_n5_57,truth_n5_57,5,17,external_ros_lut_k5,5,240,395,395,155,1,4,7,271.27500000000003,True,0.18518495559692383,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,139,truth_n5_58,truth_n5_58,5,9,external_ros_lut_k3,3,176,335,347,171,11,12,17,220.31500000000003,True,0.23978900909423828,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,139,truth_n5_58,truth_n5_58,5,9,external_ros_lut_k4,4,128,225,231,103,3,4,9,149.495,True,0.2306511402130127,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,139,truth_n5_58,truth_n5_58,5,9,external_ros_lut_k5,5,96,163,163,67,1,2,7,109.63499999999999,True,0.23176813125610352,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,140,truth_n5_59,truth_n5_59,5,17,external_ros_lut_k3,3,224,409,417,193,10,11,16,270.545,True,0.24088120460510254,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,140,truth_n5_59,truth_n5_59,5,17,external_ros_lut_k4,4,208,361,367,159,6,8,12,245.535,True,0.22118401527404785,6,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,140,truth_n5_59,truth_n5_59,5,17,external_ros_lut_k5,5,232,383,383,151,1,4,7,262.575,True,0.23669195175170898,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,87,truth_n5_6,truth_n5_6,5,21,external_ros_lut_k3,3,176,329,339,163,9,10,15,215.875,True,0.2164306640625,9,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,87,truth_n5_6,truth_n5_6,5,21,external_ros_lut_k4,4,208,359,363,155,3,5,9,239.35500000000002,True,0.22574305534362793,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,87,truth_n5_6,truth_n5_6,5,21,external_ros_lut_k5,5,216,365,367,151,1,3,7,243.61499999999998,True,0.20674824714660645,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,141,truth_n5_60,truth_n5_60,5,19,external_ros_lut_k3,3,144,269,277,133,7,8,13,176.245,True,0.21873974800109863,7,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,141,truth_n5_60,truth_n5_60,5,19,external_ros_lut_k4,4,168,295,299,131,3,5,9,195.59500000000003,True,0.138502836227417,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,141,truth_n5_60,truth_n5_60,5,19,external_ros_lut_k5,5,216,361,363,147,1,4,7,245.355,True,0.20799899101257324,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,142,truth_n5_61,truth_n5_61,5,14,external_ros_lut_k3,3,144,263,267,123,8,9,14,177.755,True,0.20573210716247559,8,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,142,truth_n5_61,truth_n5_61,5,14,external_ros_lut_k4,4,136,237,241,105,3,5,9,160.145,True,0.2148449420928955,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,142,truth_n5_61,truth_n5_61,5,14,external_ros_lut_k5,5,136,233,233,97,1,3,7,155.785,True,0.20022082328796387,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,143,truth_n5_62,truth_n5_62,5,21,external_ros_lut_k3,3,176,335,343,167,10,11,16,218.215,True,0.22130680084228516,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,143,truth_n5_62,truth_n5_62,5,21,external_ros_lut_k4,4,128,227,229,101,3,5,9,151.525,True,0.21475505828857422,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,143,truth_n5_62,truth_n5_62,5,21,external_ros_lut_k5,5,288,473,475,187,1,4,7,323.915,True,0.2059798240661621,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,144,truth_n5_63,truth_n5_63,5,14,external_ros_lut_k3,3,144,263,267,123,8,9,14,177.755,True,0.2311248779296875,8,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,144,truth_n5_63,truth_n5_63,5,14,external_ros_lut_k4,4,144,247,249,105,3,5,9,168.66500000000002,True,0.2257249355316162,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,144,truth_n5_63,truth_n5_63,5,14,external_ros_lut_k5,5,176,291,293,117,1,4,7,201.20499999999998,True,0.22167491912841797,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,88,truth_n5_7,truth_n5_7,5,14,external_ros_lut_k3,3,248,449,455,207,11,12,17,298.85499999999996,True,0.2772817611694336,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,88,truth_n5_7,truth_n5_7,5,14,external_ros_lut_k4,4,264,451,455,191,5,7,11,304.77500000000003,True,0.2616560459136963,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,88,truth_n5_7,truth_n5_7,5,14,external_ros_lut_k5,5,144,243,245,101,1,4,7,166.405,True,0.272691011428833,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,89,truth_n5_8,truth_n5_8,5,21,external_ros_lut_k3,3,248,457,463,215,10,11,16,297.37499999999994,True,0.30170607566833496,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,89,truth_n5_8,truth_n5_8,5,21,external_ros_lut_k4,4,296,505,511,215,5,7,11,340.015,True,0.2622060775756836,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,89,truth_n5_8,truth_n5_8,5,21,external_ros_lut_k5,5,272,451,451,179,1,4,7,306.595,True,0.2743551731109619,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,90,truth_n5_9,truth_n5_9,5,15,external_ros_lut_k3,3,256,455,463,207,11,12,17,307.215,True,0.22611498832702637,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,90,truth_n5_9,truth_n5_9,5,15,external_ros_lut_k4,4,320,551,557,237,5,7,11,366.76500000000004,True,0.3668982982635498,5,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,90,truth_n5_9,truth_n5_9,5,15,external_ros_lut_k5,5,168,283,283,115,1,3,7,190.715,True,0.30597591400146484,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,14,adder_carry_w3,adder_carry_w3,6,7,external_ros_lut_k3,3,128,233,241,113,8,9,15,160.065,True,0.050045013427734375,8,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,14,adder_carry_w3,adder_carry_w3,6,7,external_ros_lut_k4,4,96,163,167,71,3,5,10,115.73499999999999,True,0.04989290237426758,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,14,adder_carry_w3,adder_carry_w3,6,7,external_ros_lut_k5,5,120,199,203,83,3,4,10,139.835,True,0.049851179122924805,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,10,majority_n6,majority_n6,6,15,external_ros_lut_k3,3,416,731,743,327,17,18,24,495.655,True,0.04487204551696777,17,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,10,majority_n6,majority_n6,6,15,external_ros_lut_k4,4,368,621,633,265,9,11,16,426.98499999999996,True,0.04470705986022949,9,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,10,majority_n6,majority_n6,6,15,external_ros_lut_k5,5,304,493,499,195,3,5,10,343.15500000000003,True,0.047328948974609375,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,16,mul_w3_bit2,mul_w3_bit2,6,4,external_ros_lut_k3,3,192,349,357,165,9,10,16,232.965,True,0.048544883728027344,9,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,16,mul_w3_bit2,mul_w3_bit2,6,4,external_ros_lut_k4,4,128,221,227,99,4,5,11,151.235,True,0.048548221588134766,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,16,mul_w3_bit2,mul_w3_bit2,6,4,external_ros_lut_k5,5,64,115,121,57,3,4,10,78.98499999999999,True,0.04760098457336426,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,12,mux_2_4,mux_2_4,6,9,external_ros_lut_k3,3,104,185,189,85,5,6,12,127.085,True,0.04723310470581055,5,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,12,mux_2_4,mux_2_4,6,9,external_ros_lut_k4,4,128,223,223,95,4,5,11,151.21499999999997,True,0.04720306396484375,4,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,12,mux_2_4,mux_2_4,6,9,external_ros_lut_k5,5,64,115,119,55,2,3,9,76.93499999999999,True,0.046881914138793945,2,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,9,parity_n6,parity_n6,6,6,external_ros_lut_k3,3,160,323,337,177,11,12,18,203.745,True,0.04517006874084473,11,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
traditional,9,parity_n6,parity_n6,6,6,external_ros_lut_k4,4,32,75,79,47,3,3,10,42.655,True,0.045024871826171875,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc
