dataset,index,name,preset_name,n,anf_terms,method,selected_k,T,CNOT,depth,gates,explicit_ancilla,peak_ancilla,n_qubits,score,correct,time_s,abc_lut_nodes,abc_lut_max_fanin,abc_script,source_manifest,skipped,error,abc_binary,candidate_ks
traditional,143,truth_n5_62,truth_n5_62,5,21,external_ros_lut_proxy,4,128,227,229,101,3,5,9,151.525,True,0.21475505828857422,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,144,truth_n5_63,truth_n5_63,5,14,external_ros_lut_proxy,4,144,247,249,105,3,5,9,168.66500000000002,True,0.2257249355316162,3,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,88,truth_n5_7,truth_n5_7,5,14,external_ros_lut_proxy,5,144,243,245,101,1,4,7,166.405,True,0.272691011428833,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,89,truth_n5_8,truth_n5_8,5,21,external_ros_lut_proxy,3,248,457,463,215,10,11,16,297.37499999999994,True,0.30170607566833496,10,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,90,truth_n5_9,truth_n5_9,5,15,external_ros_lut_proxy,5,168,283,283,115,1,3,7,190.715,True,0.30597591400146484,1,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,145,truth_n6_0,truth_n6_0,6,29,external_ros_lut_proxy,4,552,965,977,425,11,13,18,635.505,True,0.2137129306793213,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,146,truth_n6_1,truth_n6_1,6,36,external_ros_lut_proxy,3,632,1129,1141,509,30,31,37,761.365,True,0.22518658638000488,30,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,155,truth_n6_10,truth_n6_10,6,36,external_ros_lut_proxy,3,496,885,901,405,19,20,26,588.9649999999999,True,0.5408499240875244,19,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,156,truth_n6_11,truth_n6_11,6,37,external_ros_lut_proxy,4,400,695,705,305,8,10,15,461.425,True,0.373981237411499,8,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,157,truth_n6_12,truth_n6_12,6,29,external_ros_lut_proxy,5,560,953,961,401,7,9,14,634.545,True,0.3916149139404297,7,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,158,truth_n6_13,truth_n6_13,6,38,external_ros_lut_proxy,4,472,815,829,357,11,13,18,546.605,True,0.3622720241546631,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,159,truth_n6_14,truth_n6_14,6,34,external_ros_lut_proxy,4,456,797,809,353,11,13,18,529.545,True,0.6684470176696777,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,160,truth_n6_15,truth_n6_15,6,29,external_ros_lut_proxy,5,536,893,901,365,5,8,12,604.885,True,0.42539286613464355,5,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,161,truth_n6_16,truth_n6_16,6,35,external_ros_lut_proxy,3,504,927,941,437,23,24,30,607.565,True,0.352694034576416,23,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,162,truth_n6_17,truth_n6_17,6,31,external_ros_lut_proxy,5,536,885,893,357,4,6,11,600.365,True,0.23114585876464844,4,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,163,truth_n6_18,truth_n6_18,6,34,external_ros_lut_proxy,3,448,829,845,397,24,25,31,547.8050000000001,True,0.24987292289733887,24,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,164,truth_n6_19,truth_n6_19,6,33,external_ros_lut_proxy,3,560,1011,1029,469,25,26,32,672.565,True,0.4433629512786865,25,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,147,truth_n6_2,truth_n6_2,6,37,external_ros_lut_proxy,4,440,767,783,343,11,13,18,511.855,True,0.22697019577026367,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,165,truth_n6_20,truth_n6_20,6,30,external_ros_lut_proxy,3,592,1083,1103,511,27,28,34,712.975,True,0.36329007148742676,27,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,166,truth_n6_21,truth_n6_21,6,35,external_ros_lut_proxy,4,480,831,847,367,11,13,18,555.615,True,0.3449971675872803,11,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,167,truth_n6_22,truth_n6_22,6,34,external_ros_lut_proxy,4,352,631,643,291,10,11,17,411.795,True,0.33085012435913086,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,168,truth_n6_23,truth_n6_23,6,24,external_ros_lut_proxy,3,472,853,871,399,21,22,28,567.1750000000001,True,0.36975812911987305,21,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,169,truth_n6_24,truth_n6_24,6,37,external_ros_lut_proxy,3,504,921,937,433,22,23,29,605.225,True,0.3629159927368164,22,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,170,truth_n6_25,truth_n6_25,6,31,external_ros_lut_proxy,3,384,711,725,341,18,19,25,464.725,True,0.47728800773620605,18,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,171,truth_n6_26,truth_n6_26,6,32,external_ros_lut_proxy,3,504,903,917,413,24,25,31,608.005,True,0.494642972946167,24,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,172,truth_n6_27,truth_n6_27,6,36,external_ros_lut_proxy,3,440,807,827,387,21,22,28,532.555,True,0.3042721748352051,21,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,173,truth_n6_28,truth_n6_28,6,29,external_ros_lut_proxy,4,384,673,685,301,9,11,16,446.205,True,0.2987487316131592,9,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,174,truth_n6_29,truth_n6_29,6,25,external_ros_lut_proxy,4,512,883,893,381,9,11,16,586.525,True,0.21919989585876465,9,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,148,truth_n6_3,truth_n6_3,6,37,external_ros_lut_proxy,4,528,929,941,413,10,12,17,607.405,True,0.25579380989074707,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,175,truth_n6_30,truth_n6_30,6,28,external_ros_lut_proxy,3,336,615,627,291,14,15,21,402.915,True,0.2031261920928955,14,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,176,truth_n6_31,truth_n6_31,6,29,external_ros_lut_proxy,3,600,1075,1091,491,27,28,34,720.275,True,0.38797712326049805,27,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,149,truth_n6_4,truth_n6_4,6,34,external_ros_lut_proxy,4,536,931,939,403,10,12,17,615.355,True,0.41999387741088867,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,150,truth_n6_5,truth_n6_5,6,34,external_ros_lut_proxy,5,384,649,653,269,3,6,10,434.445,True,0.24780011177062988,3,5,strash; if -K 5,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,151,truth_n6_6,truth_n6_6,6,33,external_ros_lut_proxy,3,472,867,889,417,22,23,29,570.185,True,0.2532939910888672,22,3,strash; if -K 3,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,152,truth_n6_7,truth_n6_7,6,29,external_ros_lut_proxy,4,504,859,869,365,9,11,16,577.045,True,0.2743699550628662,9,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,153,truth_n6_8,truth_n6_8,6,31,external_ros_lut_proxy,4,432,771,779,347,10,12,17,501.995,True,0.30602383613586426,10,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
traditional,154,truth_n6_9,truth_n6_9,6,30,external_ros_lut_proxy,4,472,841,851,379,12,14,19,550.1949999999999,True,0.19910621643066406,12,4,strash; if -K 4,benchmark_exports/traditional_resource_external_seed42,,,/Users/zhouzixiang/Desktop/tzb/src/tmp/abc/abc,"3,4,5"
